age,income,expenses,savings,risk_score,assets_value,liabilities
34,76360.00476787033,42068.58008589592,34291.42468197441,5,89925.60041775851,57975.64946361402
28,159736.3914288147,79887.69008020729,79848.70134860741,7,527826.9699207911,16652.09041260695
23,158022.06111958367,86501.35304607243,71520.70807351124,8,327543.7316111773,43973.47250720458
27,185022.40829240167,90294.74278564093,94727.66550676074,7,627464.3718933958,48202.40405491568
54,27626.794246642265,24064.928494862117,3561.8657517801475,3,9350.61463545417,21244.69888468137
31,74523.98770936874,43290.71228477809,31233.275424590647,6,110388.52651907271,56604.65982221637
34,176265.71430415966,97167.09002278408,79098.62428137558,9,493264.387393725,25350.953321487366
40,21714.25499335731,18629.135373645775,3085.119619711535,2,7457.1808108855585,23741.981377559132
27,157055.60283338517,54907.460409083964,102148.14242430122,9,643109.7136600944,38136.52871523443
42,79344.04664951129,47664.218678074845,31679.827971436447,4,151101.5333678108,55745.4306960277
62,30264.836424929443,26412.90747844995,3851.928946479493,2,9714.920922620515,21724.911404149345
37,74743.0244213409,44093.22469345203,30649.799727888872,6,131865.9523917677,51118.320809854435
36,80746.73597830733,45710.49215121848,35036.24382708885,4,133986.12145683475,51031.00489644292
41,86651.26824769689,58900.842437689505,27750.425810007386,6,145381.1539809122,56309.18488715751
34,65239.238708053446,37977.66970264353,27261.569005409918,5,126624.28593317722,44860.58550470111
45,86506.54664111136,52182.14541652155,34324.40122458981,4,147594.03142602593,61737.851006462595
41,31675.3946204929,26198.521719219945,5476.872901272956,2,10867.571872447945,6790.402957833203
44,76026.22041639508,40150.33494505583,35875.88547133925,4,183826.3726876189,46781.46296033924
25,166020.38296800168,89290.94474521381,76729.43822278787,7,531118.6185067095,38337.775869495184
44,26077.425881611372,22761.08652106977,3316.339360541602,1,12749.025881082138,14603.901336814872
49,66338.71529298619,37664.91889653543,28673.796396450758,4,115942.65008439148,39110.13540031396
22,141691.9369079983,74474.58816211403,67217.34874588426,8,717112.7323451366,12927.598926215855
42,64849.67715187036,36416.23249310924,28433.444658761124,4,88153.87317227863,45611.74868905086
29,184181.8521287457,85150.6909740027,99031.161154743,10,436012.3800967424,36144.47736903223
41,30248.143074801435,23457.536078580728,6790.6069962207075,3,12073.3065884457,27498.229469515656
33,153097.67016111882,82604.8996767833,70492.77048433552,10,597574.9287738114,19389.579223958488
45,32813.130433543534,27574.732873476096,5238.3975600674385,3,10570.766202987626,16373.293173396272
31,177452.16026671883,71791.97024371596,105660.19002300287,10,490225.28061659355,26418.11033617007
46,66200.7088841563,43119.77466972761,23080.934214428686,5,164202.28185604923,42733.966862782836
34,135005.07574400352,64399.69598640142,70605.3797576021,10,524765.2945155761,31667.65066436403
59,28269.0065989204,21463.769159221185,6805.237439699216,1,10705.85586636094,17542.930910251023
22,157090.8174555693,76389.27627993569,80701.54117563363,8,329202.9424392994,18588.8315109026
49,77022.49364409366,46155.18425862322,30867.309385470435,6,153054.6303748801,58592.523583432965
40,21919.669488326228,15912.218025124339,6007.451463201889,3,9744.43789324475,18755.993729136797
48,28917.540674151525,22621.934685584205,6295.60598856732,2,16767.31335462149,29961.625676449083
44,24670.53905804886,23044.175419740215,1626.363638308645,1,15594.247855039315,10484.87893627464
41,78569.9315518575,44050.764794508425,34519.16675734908,5,158625.8890764304,50120.43485563202
26,130587.78519196717,61861.369003617816,68726.41618834935,9,569542.0610503379,19942.1782777189
47,86934.14381951207,56828.398789067855,30105.745030444217,4,159299.71204923757,43899.13827954961
45,28586.735548133973,24635.011840078365,3951.723708055608,1,8236.909078997405,21310.22157567352
45,97537.89113717203,64329.0135493688,33208.87758780323,5,144712.75554846492,42065.19253871355
27,140303.08417195032,65237.87288504763,75065.21128690269,10,403745.13743908197,50369.13517680587
30,70223.5063657207,44655.83662052532,25567.669745195388,6,118596.80895755092,66407.20089407692
57,26033.393668919347,20803.832061525256,5229.561607394091,1,11046.435315654408,15079.750580242526
23,182124.52227070802,106303.3327406478,75821.18953006022,10,486564.9804430545,29577.291578258228
55,27130.928432282675,22824.822887640843,4306.105544641832,3,6116.392144713046,12555.464775007556
31,81233.81975750183,50019.23040736522,31214.589350136608,6,166833.70330332383,52685.38051442997
62,27391.60165026311,22862.812599739143,4528.789050523967,1,12008.685185919916,15576.819477442757
25,155466.7733226205,85019.57805122469,70447.1952713958,10,285659.7921574694,33932.64448542188
47,91374.97563827732,52039.97136921342,39335.0042690639,4,155280.91387915265,50923.006517528665
59,33077.14435252858,26822.13322796949,6255.011124559089,1,11389.912340221774,21052.4513182385
28,133224.5806290078,59548.50530979784,73676.07531920997,9,275042.4098140837,46207.866870533195
47,76240.19978914972,45305.43811152057,30934.761677629147,6,131948.4764328393,62473.555989430926
43,73556.48022850625,41736.97283300779,31819.507395498455,5,144341.4225918132,70486.67170443131
47,42464.18350735533,33534.174019002094,8930.009488353237,1,9431.994668734918,23354.034630886003
22,115636.73715250497,56664.3037292633,58972.433423241666,9,404419.9342918788,44085.268414926715
33,69884.68436986751,46480.83263893241,23403.8517309351,4,190497.0357695001,61149.96764768573
64,29350.887509092936,24987.922313948897,4362.965195144039,2,13267.389568164612,29445.982905549354
55,27991.980211824542,25036.56828501376,2955.4119268107825,3,11702.807934517397,30048.676748424383
33,84354.2077092394,50500.57683673603,33853.630872503374,4,130332.68011627729,47432.63363865024
30,128707.84658513931,58577.6582043407,70130.18838079862,7,347340.2346195693,32701.35530708083
45,87710.01796637649,47889.351185711435,39820.66678066505,4,158792.25749239136,52638.72922823005
45,72004.87764935929,47031.31238599103,24973.565263368262,5,139217.59353459,36604.17526778966
54,31018.023266512657,29181.146536364296,1836.8767301483604,1,8653.1485095304,21226.634235998954
55,29105.368747603334,22999.715394541465,6105.653353061869,3,11632.774089019777,15209.441704890929
33,78516.87889866858,46705.715828573615,31811.163070094968,6,155355.49841694976,53381.281445988854
23,114110.77297124409,64512.10285704514,49598.670114198954,9,649194.3883639395,28629.289208368
64,28940.447896739443,25718.625121387187,3221.822775352255,1,9161.318218282471,22412.986015902316
27,158814.4695462496,76619.68249790129,82194.78704834831,9,513115.07455363625,24127.555244032003
53,20943.421121994958,17580.505642716646,3362.915479278312,2,9314.39541909825,16152.442754160984
22,123016.9812040313,68304.40634996214,54712.57485406916,8,432493.01799399685,21452.295639520376
29,154536.91592777855,74701.75188486381,79835.16404291474,7,368326.7917391742,19487.066436649424
34,79218.58956653347,47803.05227627891,31415.537290254557,6,151434.32243775608,45618.72035676611
39,82734.05301812312,49549.42914968802,33184.6238684351,5,98312.37998210928,40839.68367351092
31,109343.60385851585,58718.548878451664,50625.05498006419,8,386320.2941521141,31724.691544722067
36,70784.39675690104,46357.88317583921,24426.51358106183,5,107557.31246047678,46247.65467808878
22,156279.13514896273,75388.72037590588,80890.41477305685,7,451382.44424826757,35082.15661676672
32,155934.66704238806,90696.86483532655,65237.80220706151,8,385257.2493095454,27821.40187951053
33,148770.64266392693,74405.27834647737,74365.36431744957,10,490811.17228835006,21213.59283896476
26,120304.17763643945,63696.591647205576,56607.58598923387,10,530431.8570293605,30090.542504371282
52,31768.121323707983,27317.215052945692,4450.906270762291,1,10465.48341241764,24772.10741863613
35,74727.8850700184,43482.87416955953,31245.010900458867,6,174912.3073750738,57473.685198799896
31,114841.33415978888,57070.441187857716,57770.89297193116,8,445242.3993724885,47887.911753690816
40,28227.746026095472,23677.325073932618,4550.4209521628545,2,9088.786707511063,15342.933766949867
28,184514.60708434036,101179.55443982974,83335.05264451062,10,339595.2509016856,16164.576112681523
32,75032.48334096989,39971.48665209327,35060.99668887662,6,149048.7482956313,49948.48653877714
45,82429.15112439134,55706.58545807548,26722.56566631586,6,174753.8578215447,50659.783623670155
48,25569.928210383416,20566.239866362077,5003.688344021339,1,7285.4961617025,16002.541166722975
45,64682.25679038864,39058.54334755279,25623.713442835848,6,123767.89946562453,51686.11356719298
37,67170.70542335874,40997.873201523245,26172.832221835495,6,168809.4794233846,40276.16706347701
52,32802.29855745173,30397.249924043692,2405.048633408038,3,15990.959647752454,16399.85190862738
30,141036.3899448679,76573.48636959516,64462.903575272736,9,368513.6426282951,23613.390022206182
56,37722.303863916866,29199.084514732716,8523.21934918415,2,5082.52845324871,20249.710282060973
47,78166.3259755813,48747.028393462526,29419.29758211878,5,118342.18839877227,42850.06834047227
47,67983.8179202397,44114.05445325266,23869.76346698704,4,201491.19009552934,37526.61733217561
40,36437.62094987909,32303.037003676633,4134.58394620246,2,13651.114624459493,15206.060760998145
47,88917.8971641772,57260.8624238031,31657.034740374096,5,109972.11399613961,54387.70401768187
54,32648.511885345633,26549.092832370854,6099.419052974779,3,8900.321621006296,26288.961437715974
30,74852.610673925,44732.11607803821,30120.494595886783,5,145529.28396760602,52725.617759747685
54,30759.145394681997,26085.166123496118,4673.979271185879,1,5776.396331281213,16297.066758213514
33,87109.30975709946,46981.11494013932,40128.19481696014,4,189613.44114155445,54391.11454991601
30,129089.68566672457,74949.36262822802,54140.32303849656,9,638320.302012793,28881.428923768817
27,170799.78644806234,95563.82392919707,75235.96251886527,7,353034.2557381295,20494.12323828305
48,29346.47718295572,27445.54969884662,1900.9274841091028,3,3867.9936644152203,17320.879131673944
27,142179.28685805923,74608.96539463606,67570.32146342317,7,446993.13171790953,26464.946018438684
28,166853.22126161208,83371.72076713761,83481.50049447447,7,513163.54064455465,29903.400711480408
62,33099.63094591414,28111.66393225385,4987.967013660291,2,7501.4490435524,24384.440378893298
55,33990.5577272018,31933.950550492173,2056.6071767096255,2,6881.311584830744,20844.346988200752
29,159112.90987177973,92110.61882897005,67002.29104280968,10,519350.8576402976,43413.70793376502
34,83423.12284695807,50508.70278103475,32914.42006592332,5,202850.75584190516,69742.562160743
42,18598.239076301652,14610.124555269434,3988.1145210322175,2,10732.295412029978,20604.607819733283
44,30996.14373528754,26174.442840441738,4821.700894845802,1,8635.246939992723,16129.509018207966
52,33501.72217658031,25633.696980654233,7868.025195926079,3,11471.992606502909,17675.768199255202
26,145567.64744485798,69093.68806584025,76473.95937901773,10,698914.3755537602,25950.15321513805
26,150207.50979451192,72100.03428689667,78107.47550761525,8,542174.8513970602,33005.47866233338
30,122823.03964944932,47781.12612420166,75041.91352524766,7,364781.7918922221,36403.84767376173
34,142111.3787334692,70620.14717603016,71491.23155743904,7,569309.7986647777,13732.873201667708
43,73727.1696184936,35840.971242346735,37886.198376146865,4,158293.2172066413,42865.40197097405
28,146548.5352758537,72295.54392770055,74252.99134815315,8,402916.0530311676,20288.194517474574
52,26284.7610305596,24077.60402764814,2207.157002911459,1,1197.1297648998443,19806.759962684053
43,95255.33729926805,54479.70623752641,40775.631061741646,4,94180.95870045765,62524.081902460865
31,154960.267455188,74616.96010545599,80343.30734973201,8,655006.0476577176,28727.267638601614
33,129348.98324852882,56989.90574411785,72359.07750441096,9,558631.6996316472,24451.765910290706
27,127827.01736654947,72550.10907164126,55276.90829490821,10,320790.5778368999,29043.19304069634
29,112301.34998591058,60467.86444008087,51833.48554582971,7,547307.8938096162,32069.243116311034
31,108074.68417483277,61673.99108074307,46400.6930940897,8,393379.92921949475,30205.34314485489
26,101282.38120210613,41324.04699038226,59958.33421172387,8,431822.62793488376,55932.22175397044
35,79462.73504855532,47672.82714047842,31789.9079080769,5,113249.59058710601,54117.129755637485
54,31973.97201967127,28269.77027120222,3704.2017484690514,1,11816.841714115735,17379.135038900957
47,25005.188617279826,21262.873893922322,3742.3147233575037,1,9820.294673235569,28476.853234455877
47,65016.486039764495,44236.82074757873,20779.665292185768,4,176326.95078998862,65820.7881933805
37,75607.33928285107,52200.29759736489,23407.041685486176,5,88720.63194421298,71933.46108456732
42,94342.9687043209,59825.04821322572,34517.92049109518,4,161441.021409749,43766.75281990363
64,31353.03945792135,27168.841850295532,4184.197607625818,2,12261.884908018765,24715.00663500592
49,34573.34824665198,30380.68730791604,4192.6609387359385,1,10262.933065212495,17291.995118961833
34,93573.46258076209,55383.142639835736,38190.319940926354,5,151625.33955257622,44820.42834933723
48,67557.48098450784,41815.87278514311,25741.60819936473,4,165884.2244677482,48859.56837003484
62,20934.113759874912,19534.574381888113,1399.539377986799,3,11500.04304096625,15725.528758233795
31,122803.20088492855,56637.66083747587,66165.54004745267,9,532868.1302933347,27627.62713777885
24,128044.70747581744,63091.80170410163,64952.905771715814,9,419408.8654592943,36340.09136697753
43,31240.989685638975,28801.807389573358,2439.1822960656173,3,11551.098033569355,19594.78725700933
36,92160.89157200986,53442.472745531835,38718.418826478024,5,144349.1293940582,57640.134887655666
49,35427.61001176543,31056.104799710607,4371.505212054821,1,14706.965995322771,20437.516576321937
55,27892.47602581115,22231.266414510817,5661.209611300332,1,10202.929358281728,14897.227747324807
31,136715.5259267347,71330.96448253584,65384.56144419886,8,380926.63439551333,13726.076554854975
49,76330.29375446266,45606.29959915444,30723.994155308224,6,118474.51553794697,46772.974541110605
64,32738.933987013887,29287.57505188668,3451.3589351272058,3,7486.059445972174,19940.95215486185
24,134005.80992170615,79988.28934759897,54017.520574107184,10,620773.9641104506,52875.33408919668
22,132099.70679764802,77548.0872667151,54551.61953093292,10,528898.304040896,22652.496734771434
40,34526.105151813594,28056.799188704226,6469.305963109367,1,9854.804317609849,13052.624194432683
44,85785.27882580154,45374.737037131,40410.54178867053,5,133827.621173663,81375.25566324528
47,37538.37066376948,33684.390413806075,3853.9802499634025,3,8230.634405846251,23390.036274521743
49,64994.71193103877,44734.56032351616,20260.15160752261,4,175449.58828205353,56341.97976307647
23,118765.11884709197,53870.86591674665,64894.25293034533,10,619631.8027602118,24001.011994752036
30,128868.79814464555,58946.69544809889,69922.10269654666,9,490992.6970560739,14063.49384719046
47,32094.143044117307,27871.56180619159,4222.581237925719,1,11999.92894543894,26783.560448113763
30,148268.52424903098,73646.89005475886,74621.63419427212,7,454156.473339283,16155.780253546793
47,70080.78184265005,42521.356345429944,27559.4254972201,4,96222.36003143986,49748.93524104937
32,193938.28133618378,97586.54950198626,96351.73183419752,8,487701.15000971884,24098.278981865507
43,76964.31507699385,43546.21647676248,33418.09860023137,4,153377.8098379259,48574.638624030995
26,179656.05179601602,87702.68241756411,91953.36937845191,10,528887.927927928,38945.528545560024
45,16830.687333344547,14162.250817027672,2668.436516316875,2,16381.896001360667,19494.508860589704
40,72723.76575764907,47552.77713607968,25170.98862156939,5,124104.8913244571,72518.33003138143
46,68930.69419856346,37425.72894197966,31504.965256583804,6,140412.8290988115,55310.929589840554
23,162086.58408520525,87085.5922008412,75000.99188436405,8,535806.2140286065,52950.06625490681
34,172523.93330173564,84447.47531036624,88076.4579913694,10,613089.3066632566,24432.16043515387
34,82580.53217188768,45376.96997268633,37203.56219920135,5,161687.763436412,36008.67641439417
52,27530.07498737233,23610.22435875029,3919.85062862204,3,9784.658383156016,22281.502854558123
64,31967.301177757116,26070.50614911029,5896.795028646826,2,6696.870273453165,19621.315170749745
28,147195.85185902618,85771.17612885381,61424.67573017237,7,552875.7473248645,29901.131468683
22,117635.20452259437,63695.32839218951,53939.87613040486,10,589280.6403198077,37977.20081039348
39,92902.95060756705,49301.077032447254,43601.8735751198,5,119605.81257190507,51157.10331147119
34,123365.2520666602,59194.654323430346,64170.59774322986,7,369804.4665018289,28828.157790622572
62,31352.06843908778,25689.352423928227,5662.716015159553,2,11535.141594637398,20310.370493977836
36,76436.64953676169,44993.47302927042,31443.17650749127,4,169250.5523310609,45077.06344921429
44,27216.28910797058,22425.708424238455,4790.580683732125,3,10363.972242583928,16934.865348575546
51,35078.222744025,29689.023847467128,5389.198896557871,2,9243.825915183841,18974.273018009284
32,160074.72290511453,92870.42841618085,67204.29448893368,7,668146.8853726152,39089.271734714755
26,138610.8387547989,64338.93873756124,74271.90001723765,10,511087.3379551425,35927.21522257186
32,141283.56819052933,60911.47030614149,80372.09788438784,10,518950.160803479,32878.804559745615
26,137771.36303102403,73993.9099368143,63777.45309420972,7,626675.6956742929,31560.704109348815
41,29702.001625931665,26931.30166148537,2770.699964446296,1,9152.537704402725,15599.531781390862
28,88464.13623938791,41621.28271757082,46842.85352181709,10,377698.4252892729,4885.569514081857
38,95214.64072605697,53582.32235206998,41632.318373986986,4,141889.8365505292,55742.87127745196
27,130019.8099625871,66308.27630138776,63711.53366119934,10,331080.29318092717,12976.991652211142
34,82066.74461898574,48835.40250845844,33231.3421105273,5,126288.0163952952,40856.537518076686
33,155323.31823675617,72051.5758166218,83271.74242013437,7,531742.9162094464,35402.78214148488
32,157684.85223786495,68812.40381408519,88872.44842377976,7,560028.8658396878,36046.02176846955
27,130123.94451134559,64417.804048100756,65706.14046324484,10,557576.1375917203,32232.169812971737
48,21512.18531460489,17418.498426358205,4093.6868882466842,1,7231.641549895829,15190.55987859901
46,90035.12288438874,54388.2102284442,35646.912655944536,5,100188.5628623095,53103.64411161369
29,165285.07533484683,83882.79592082223,81402.2794140246,7,506862.5419723812,43986.12693356416
32,123061.54265541995,56376.07611241176,66685.4665430082,10,476249.2312014171,30133.550557137474
32,191825.56332644174,97397.86555890125,94427.69776754049,7,452678.56886441086,36982.20610101262
22,173393.52828158843,77514.1586694843,95879.36961210413,8,524191.9013003465,36234.869192281185
53,24908.014970146687,19623.08843202528,5284.926538121406,2,10253.644763800097,18026.283629981543
41,69072.33632201,32746.956530664396,36325.37979134561,4,180460.53398846337,41603.4527791911
23,151944.4031355599,81056.28832302887,70888.11481253103,8,589435.7611012218,34349.299843010325
32,131604.196472537,62153.55511723439,69450.64135530262,7,504852.98592033,31857.176011813855
24,138553.03199571022,63632.05241208895,74920.97958362126,7,559190.0339745606,39955.688434792115
48,84669.30720791908,49529.19191521514,35140.11529270394,4,194874.92021197142,56630.38113005027
59,21746.674989930973,16964.835952451307,4781.839037479665,1,8768.848348552066,10176.160106287816
38,74037.44527737355,49032.01229484989,25005.432982523664,6,183061.79441298038,51750.7515371118
41,23704.302173146105,19541.807032166627,4162.495140979478,3,7446.73251878952,28996.896547292527
34,126918.96192432994,64980.089196678084,61938.872727651855,7,582009.8440477395,38757.141757335965
46,71473.03857556966,40982.514376551815,30490.524199017847,4,165130.65306642852,36881.801133895366
31,70677.56652538659,39360.806485396235,31316.760039990353,6,164103.43369141888,57019.0679957323
40,76294.7901158824,48843.14398270579,27451.646133176604,4,165470.4181849519,63408.0410805448
27,182368.53468652559,110470.38971289118,71898.14497363441,8,528276.8250566663,43593.79943570378
28,134841.98121623794,72139.01037423374,62702.9708420042,10,600883.8873097657,41531.42030105223
34,159889.32892886005,84856.04136352001,75033.28756534004,8,540739.3687685932,29308.81874741749
54,27928.06344016861,25020.631874460454,2907.431565708157,3,11470.217453513284,18993.651281675022
43,30049.562788547166,23936.758518151626,6112.80427039554,2,5717.871658778299,15860.067009990862
32,82886.99405769823,53514.47587392987,29372.518183768363,6,127591.15860804637,37079.04273955772
30,128741.84381882056,72906.98637841921,55834.85744040135,7,590991.478520083,41447.308380876275
52,19285.001807824563,16816.37637949127,2468.625428333293,2,12726.54298355135,18979.242787261308
63,26251.547204472183,21262.648573878596,4988.898630593587,2,12040.590799894682,21801.879117735767
49,84525.01595973027,55252.645690937774,29272.370268792496,4,140696.58027436453,48225.74079996771
50,32235.424044700336,28708.2046554268,3527.219389273534,2,13078.270529217627,21590.476200356872
31,154361.94183723925,82898.56189838998,71463.37993884928,8,457169.5730347337,24315.509281477727
29,128687.45571353842,64585.654024150455,64101.80168938797,9,500255.2384624985,17242.408962513065
26,206601.30420224357,105193.9442665052,101407.35993573836,9,656265.9442422596,47075.21607909577
45,21908.039921297684,19865.494154878692,2042.5457664189926,1,8748.564142247316,11808.064072114248
40,72643.45667271041,36609.85580574161,36033.6008669688,5,131280.90618445267,60114.0047628947
29,172317.68415948158,76257.28072551933,96060.40343396224,7,396661.4546450358,29612.316525981143
41,30804.785828095217,29566.913662349325,1237.8721657458918,1,11867.24505768838,12918.232318525204
27,119167.23400616912,58074.114050488315,61093.119955680806,10,344806.5046217257,29907.985417785556
52,26136.64254149694,19974.96343035694,6161.679111140002,2,8309.499446031987,20091.530714069693
23,165022.46092363013,74641.91633901231,90380.54458461782,9,560201.6067070237,22658.821810475052
39,85463.14412381365,52033.22892464128,33429.91519917237,6,185606.80753129843,62102.59118465702
57,32936.24939240636,27049.080965188856,5887.168427217504,1,6071.951414263754,25029.45961363393
59,26956.437676576646,23828.289500410123,3128.1481761665236,1,9331.052345191289,9462.580762919364
62,34148.49880819896,26788.499347708428,7359.99946049053,1,7236.764370717028,12802.22874183466
49,88374.45468421547,54301.83444742602,34072.620236789444,5,177124.3022218979,56988.986229510236
24,175068.22642907646,87386.04842006041,87682.17800901605,8,488950.01558493316,37466.44577965056
50,29809.636204326252,25672.02181670311,4137.614387623144,2,7434.252065110513,18699.417888763826
26,137455.08952724218,75623.28803718438,61831.8014900578,7,593417.3699119985,53474.011633955844
32,146078.62491311174,81467.34431030935,64611.28060280239,8,586551.7786626789,26017.44433303886
64,24934.82511659004,21138.252860926565,3796.5722556634755,3,13479.790127991713,18421.711980530505
54,27086.931259072342,25086.686195795486,2000.245063276856,2,10194.45253629751,17451.793797704384
47,75696.16400266199,45830.946500766695,29865.21750189529,4,173446.46327771447,54561.044179130186
59,28002.73026099237,23708.207695678917,4294.522565313455,1,14563.97707602643,13462.990618696509
39,91560.76693819163,59807.685191484365,31753.08174670727,6,183873.24171337707,68942.95532214214
33,182825.52592478745,88300.03685741253,94525.48906737492,7,556586.0204201478,20611.297988309183
57,26693.59322199554,22478.34204367577,4215.25117831977,3,12256.184904380567,21433.97852759143
50,32858.19329550905,27370.53436644457,5487.658929064481,1,10560.997026971785,30550.441860236366
49,29501.41062588023,24957.281292734042,4544.129333146189,1,6550.595518387592,23150.84359540718
49,32995.69446684464,27376.13400217261,5619.560464672028,3,11628.664123995495,16441.433207605583
43,34937.427803130544,30139.911108820368,4797.516694310176,2,13208.251891010093,30723.63254881413
63,38275.20679279578,34286.299773823324,3988.907018972459,1,8895.201768569224,31598.736708286044
47,91634.72414065695,48751.70155329888,42883.02258735807,5,120123.44632203243,57144.78819085646
60,25295.459775368643,23728.572261300647,1566.8875140679957,1,4071.155002540897,17127.95498911557
27,150005.99157384876,76748.2065533434,73257.78502050535,8,361070.7903493708,44254.180640301594
40,79246.16982462893,42741.43508376104,36504.73474086789,5,129529.02771607015,45985.93689730328
30,70908.69565085007,39435.88418572599,31472.811465124083,5,151778.22146494134,51707.907083647
26,157324.90337065715,77255.34831069289,80069.55505996426,7,405756.9249285576,32894.01970306034
61,26927.969837289176,21039.44745904619,5888.522378242986,2,6185.74223396703,18641.86291048857
43,89015.96079117067,49692.69026592997,39323.2705252407,4,152000.49557594192,39625.81805883658
47,83696.7317797461,50281.222816194866,33415.508963551234,5,86901.4587917112,47260.230696268845
30,72933.5474448995,42866.46591465986,30067.081530239637,6,168162.98621215654,59082.68569352834
48,87673.97336220673,44512.166130436395,43161.80723177033,4,171982.31600355048,68020.33248238577
33,89807.95261488052,55390.27242018514,34417.68019469538,6,167499.02412076178,56060.996622209896
38,83149.1894034046,51635.56578657399,31513.623616830606,5,155082.16870592046,45687.241136658326
31,152115.45871107283,79597.09532212526,72518.36338894758,9,517681.7999089855,27134.522576133666
30,77005.40423036485,48496.03191039526,28509.37231996959,6,117754.06298080146,36510.88281055217
64,26435.189572413852,22918.82888607063,3516.3606863432215,2,9681.66239861281,37357.74738402739
22,213318.53413216711,92756.55643457558,120561.97769759153,8,536126.0356229771,24348.81077460329
39,72276.11661242382,46242.41740062181,26033.699211802013,5,187520.79274332692,60351.6545485459
47,73733.33839261754,45469.59425465735,28263.744137960195,5,161757.01584562,56349.69532954824
27,173197.46033289167,90568.47443284295,82628.98590004872,10,561553.2980346674,37576.93254019288
34,128667.48652672043,74087.15048255233,54580.3360441681,8,591998.7133657028,28144.32035782507
40,65939.96022170909,36279.02963040504,29660.930591304044,6,124766.22808757715,53223.930572633755
32,115758.8187982251,47691.53117031029,68067.2876279148,10,616062.96296369,42539.43886686473
49,23693.514609681464,19135.93342857663,4557.581181104833,3,7807.217391088294,23655.18683498127
43,33453.73974654028,29153.23516546281,4300.504581077472,2,6716.825837750763,22618.326392127026
34,180340.5927372643,111832.62806431371,68507.96467295058,9,478960.06695395854,35504.840736691905
50,28462.20543026511,23863.364569916663,4598.840860348446,3,4318.343697605283,24788.05713297657
27,167982.79421055052,76827.46114066555,91155.33306988497,9,495744.327169798,15400.934867117325
55,27799.97095728929,22694.070190759405,5105.900766529885,3,7553.389442346885,20292.576799670387
63,38741.2320589941,36039.736198496976,2701.4958604971252,3,7427.311623135276,24769.211347864635
23,156191.79914991744,75714.8106888292,80476.98846108824,8,452767.1271594673,42271.65925466822
54,33808.430885943926,27604.087348680154,6204.343537263772,2,12862.229089917368,22489.902242629505
60,32730.349670159623,28571.941474409705,4158.408195749918,3,4591.846850135727,25883.972971124298
32,82987.36310994171,52692.40725309513,30294.95585684658,4,170569.83302086324,40798.07695599655
42,91445.0617061197,51824.29538351319,39620.766322606505,5,225429.2808060894,48369.61826665181
30,87654.92782936357,48501.22914163804,39153.69868772553,5,128178.15083152665,42849.499934707994
32,148848.9627117308,75107.3199434875,73741.6427682433,7,510610.6339040931,32789.65081064412
32,73385.15544643386,41071.357518159646,32313.79792827421,5,151303.00487398118,42514.248658852426
48,30774.281637987748,28052.000973758626,2722.2806642291216,3,12432.415584397266,17605.49467603193
33,178586.76129160594,92716.45278178372,85870.30850982222,9,422316.91307086096,32628.37066460483
58,27912.470002808994,22641.880149198674,5270.58985361032,2,10631.26899826326,25684.271509691916
30,101442.17405210834,40354.654455838594,61087.51959626975,9,363983.8335342924,16152.384622915972
37,73284.57344860099,42922.15133913507,30362.422109465922,6,176062.3185337108,62018.530882602296
42,86147.22699380269,54415.015863908935,31732.211129893753,5,99576.9249415561,50997.52607326254
31,149694.14635590007,78448.35209031594,71245.79426558413,8,525408.9999659883,23979.922646898216
45,27965.70632408582,22173.800177619414,5791.906146466405,1,7534.406111994285,22636.110237877925
43,84209.61471025409,47336.05518466677,36873.55952558731,6,167672.37950292337,56511.23901067827
57,33871.53658206246,24824.9258410865,9046.610740975957,2,10943.198011998862,12291.216411272508
64,40168.49684134033,34608.522563004,5559.974278336333,3,10323.260594119552,25373.373146290338
34,82592.47535945493,45418.04080317511,37174.43455627982,6,129212.41539645063,55466.45029082659
34,78270.8178686699,42697.386661580254,35573.43120708964,5,157245.65133819598,28288.871904526357
45,27904.481999172287,23540.51643221747,4363.965566954816,3,10143.774864303328,18651.24825233512
58,37609.70296932612,31304.54011094742,6305.162858378702,3,10141.28580381943,25645.885849365914
36,84016.18711273398,39630.087795708554,44386.09931702543,4,171629.2076612366,49586.4773874019
29,114891.34188320313,60479.44560680507,54411.89627639806,10,552724.4077490974,16682.334669597032
40,30766.79997816124,23113.79189007579,7653.008088085451,3,16118.473766304693,14406.69063595946
30,74779.08001750428,50283.26927772928,24495.810739775,6,193178.42376819224,41761.61355123195
50,29462.641984195263,23659.37367295971,5803.268311235552,1,9753.658656700803,24618.392812439313
54,32792.963669581004,28041.204485785514,4751.75918379549,3,11215.604236830175,18557.351489248536
30,128886.17489077951,62041.53624297182,66844.63864780769,8,585866.7712690746,16603.965045916433
34,132175.11784900367,55206.3810693868,76968.73677961687,10,419067.25606029766,14652.425416588605
43,83845.01481916232,53576.06219661775,30268.952622544566,5,84262.14602754782,56370.90946909192
52,24591.79062323011,19831.019437616047,4760.771185614063,1,13177.457985280278,25323.06187243733
32,150266.47808193526,68945.95085725757,81320.52722467769,9,435456.0296411899,26557.682913118908
41,64428.389086735595,35912.82743291567,28515.561653819925,6,155321.61795109845,53966.38616063844
24,109713.26656164165,61237.036006907045,48476.230554734604,7,427055.987573099,24684.78635694739
34,125370.46437256722,53514.83880987896,71855.62556268826,9,543870.1784593146,22317.454576050055
